kabupaten_kota,kecamatan,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long,jumlah_penduduk,rainfall_intensity,is_rainy_season,elevation_slope_ratio,vegetation_moisture,population_density_proxy,extreme_rainfall,landcover_encoded,landcover_Built-Up,landcover_Built-up,landcover_Cropland,landcover_Grassland,landcover_Herbaceous Wetland,landcover_Mangroves,landcover_Permanent Water Bodies,landcover_Permanent water bodies,landcover_Tree Cover,landcover_Tree cover,landcover_Unknown
bogor,babakanmadang,0.8125350579966946,0.9898725998886987,-0.7326470248679072,2.096429103314596,Tree cover,0.39847287412984195,2.05646170764746,0.8976176387554033,2020,1,1,-6.5917,106.902,-0.03199012106850747,-0.04145149711012231,1,0.9797907128739287,0.711088776167856,-0.5570602971699161,1,9,False,False,False,False,False,False,False,False,False,True,False
bogor,bojonggede,0.9530090444757525,1.1080462527271486,0.15086593737777246,0.17126593862904285,Built-up,-0.346622927759449,-0.5541859800086459,1.1345746172545856,2020,1,1,-6.4774,106.7927,1.5215299816601258,-0.08459500436865028,1,1.7397429362735952,-0.06584710661258254,-0.42170358728378726,1,1,False,True,False,False,False,False,False,False,False,False,False
bogor,caringin,0.4740357114666614,0.2278123631179926,-0.48235400650775134,2.096429103314596,Tree cover,0.11699223786055454,2.05646170764746,0.9201442347860116,2020,1,0,-6.7366,106.866,0.1500022933769114,-0.5542942770388829,1,0.9797907128739287,0.40291236939188596,-0.5535569565028045,0,9,False,False,False,False,False,False,False,False,False,True,False
bogor,cariu,0.620386422711866,0.3673279325154303,-0.463100697403124,0.24798447150393735,Tree cover,0.8841649523984174,0.6682494627916059,0.7353691179779868,2020,1,0,-6.5273,107.1371,-0.7575732045689565,-0.5543161008729482,1,0.1727875702321822,1.195943418015754,-0.5517944593618677,0,9,False,False,False,False,False,False,False,False,False,True,False
bogor,ciampea,0.8775843217874871,1.2264842761536037,-0.4096192832236034,0.7624384867084999,Tree cover,0.4260690149405565,0.151376262886538,0.9190036476452219,2020,1,0,-6.5742,106.698,0.5423787559466641,0.14528505072940667,1,1.3974896841563957,0.7485692820940493,-0.5157017396357483,1,9,False,False,False,False,False,False,False,False,False,True,False
bogor,ciawi,0.6203458935755478,0.4801661062141328,-0.4010622569548803,2.096429103314596,Tree cover,-0.14793071392230447,2.05646170764746,0.9036057212445525,2020,1,0,-6.7091,106.8937,-0.07573323255639272,-0.4123141600600154,1,0.9797907128739287,0.10212955674392216,-0.5579023488666777,0,9,False,False,False,False,False,False,False,False,False,True,False
bogor,cibinong,0.7891092172047454,0.896189276975484,0.08668824036234836,0.17461713819300087,Built-up,-0.346622927759449,-0.5346431862703839,1.1143291955055588,2020,1,1,-6.4839,106.8354,2.3868136632891246,-0.12093082736622668,1,1.6867728632229837,-0.07059218633329385,-0.3738896539881052,1,1,False,True,False,False,False,False,False,False,False,False,False
bogor,cibungbulang,0.7307472609064636,1.028230368839312,-0.445986644865677,0.9415705759006897,Tree cover,0.13354992234698326,0.09005232391475029,0.9190036476452219,2020,1,0,-6.5761,106.661,0.30047472677478065,0.1148808181154184,1,1.7911348289400824,0.4211271568473176,-0.530097912080555,1,9,False,False,False,False,False,False,False,False,False,True,False
bogor,cigombong,0.3550016380999578,0.032706869169948305,-0.9422941684516281,2.096429103314596,Tree cover,0.4647036120755568,2.05646170764746,0.9235659962083825,2020,1,0,-6.7461,106.8128,-0.25235047970175195,-0.6693075988431241,1,0.9797907128739287,0.7932520771842965,-0.5613022179564041,0,9,False,False,False,False,False,False,False,False,False,True,False
bogor,cigudeg,0.6761545142857793,0.6356160119613553,-0.8396098532269484,1.4848987659197113,Tree cover,-0.015469238030875125,1.7188430985830019,1.0886659848377762,2020,1,1,-6.4937,106.5461,0.18767146581572927,-0.28966266605702945,1,0.7215663120660617,0.29964367537755304,-0.5450652401773982,1,9,False,False,False,False,False,False,False,False,False,True,False
bogor,cijeruk,0.5518111240613851,0.42008188166743277,-0.8075210047192364,2.096429103314596,Tree cover,0.4205497867784136,2.05646170764746,0.8976176387554033,2020,1,1,-6.686,106.7843,-0.3073814425197624,-0.40146534523957805,1,0.9797907128739287,0.7357546536536448,-0.5623615599656748,0,9,False,False,False,False,False,False,False,False,False,True,False
bogor,cileungsi,0.8152910392663355,0.40186434478487343,-0.861002418898757,-0.3054047975631277,Tree cover,0.05628072807698261,-0.5824893364571634,0.7798520164688074,2020,1,1,-6.4094,106.9962,1.5932239631083212,-0.730735634157045,1,0.43525800423217703,0.2964692281051897,-0.269660027665609,0,9,False,False,False,False,False,False,False,False,False,True,False
bogor,ciomas,0.7027416277105523,0.8800626711071495,-0.6149879136729626,1.1820864678201983,Built-up,-0.401815209380878,0.559753263072289,0.8998988130369846,2020,1,0,-6.6095,106.762,0.3943681491722222,-0.0256695008397694,1,1.4071642175994503,-0.1825270886861614,-0.5336945245729469,1,1,False,True,False,False,False,False,False,False,False,False,False
bogor,cisarua,0.7422575356208468,0.6765934531022046,-0.8460276229284911,2.096429103314596,Tree cover,-0.45148826284016413,2.05646170764746,0.9013245469629712,2020,1,1,-6.6985,106.9552,0.07925434137352659,-0.32283425176076014,1,0.9797907128739287,-0.23771716871428636,-0.5549188494043498,1,9,False,False,False,False,False,False,False,False,False,True,False
bogor,ciseeng,0.9166544091982811,0.9057066181436814,-0.7775714127787047,-0.08714296524802718,Tree cover,0.5309343500212717,-0.4847753677658532,1.2660272852306653,2020,1,0,-6.4556,106.6785,-0.04091289878660645,-0.2668088662882836,1,0.850226286588633,0.9774338911599223,-0.4840844718684829,1,9,False,False,False,False,False,False,False,False,False,True,False
bogor,citeureup,0.7571317286496452,0.8549714989364476,-0.5144428550154634,0.8856249921086327,Tree cover,0.39295364596769905,1.1163859398931313,0.9677637479140064,2020,1,0,-6.525,106.8924,1.0402267512781869,-0.12841336147625906,1,0.5695138112158284,0.7264983286999207,-0.5041429991167727,1,9,False,False,False,False,False,False,False,False,False,True,False
bogor,dramaga,0.9368784482210888,1.2309785761496965,-0.28340314575993486,1.0292328698516344,Tree cover,0.2715306264005558,0.40071535540919123,0.9178630605044323,2020,1,0,-6.5888,106.7298,-0.12247568739771124,0.07238021908625716,1,1.4182448458995804,0.5752438690369348,-0.5453533484803149,1,9,False,False,False,False,False,False,False,False,False,True,False
bogor,gunungputri,0.6892454253165744,0.3796812490822317,0.9188590449956872,-0.21866258742103756,Built-up,-0.7605650399201664,-0.48949259384060617,1.176491194678628,2020,1,1,-6.4052,106.9313,1.8194647547678309,-0.6195486119031116,1,0.5121994599069895,-0.5299348780087354,-0.29292402797507866,0,1,False,True,False,False,False,False,False,False,False,False,False
bogor,gunungsindur,0.7962423451967576,0.6255939633069657,-0.5871775782996114,-0.28198380239626986,Tree cover,-0.4073344375430209,-0.5009487143078633,1.2711599273642218,2020,1,0,-6.3871,106.6872,-0.03885958487798367,-0.44790142963905394,1,0.36261772278168625,-0.1039105630071069,-0.4493026155159217,1,9,False,False,False,False,False,False,False,False,False,True,False
bogor,jasinga,0.6232639913904616,0.3955434843625604,-0.6256841965088661,0.3943526006735026,Tree cover,0.1997806602926981,0.5914260667170586,0.7194008980069215,2020,1,1,-6.4806,106.4559,-0.13536533858325422,-0.5223093564460535,1,0.4009053823373092,0.43768656437851444,-0.5268714049432696,0,9,False,False,False,False,False,False,False,False,False,True,False
bogor,jonggol,0.7775989424903618,0.5383276355753385,-0.39678374382051873,0.5688767904652501,Tree cover,0.6854727385612729,0.6992483769971248,0.4801627452261599,2020,1,0,-6.4961,107.0456,0.2465295477513822,-0.5293440848493033,1,0.5281146078271034,0.8912538090436818,-0.518412127144534,0,9,False,False,False,False,False,False,False,False,False,True,False
bogor,klapanunggal,0.654633542900788,0.5033826505789779,-0.2235039618788716,0.696888125594742,Tree cover,0.38191518964341387,1.311139987836501,1.0624324805996002,2020,1,0,-6.483,106.9553,0.05253975989223024,-0.4260106345698789,1,0.28000119347115976,0.743104160399895,-0.5308940669439273,0,9,False,False,False,False,False,False,False,False,False,True,False
bogor,kemang,1.1783105132689102,1.462398975413767,-0.2662890932224879,0.24202262763680682,Tree cover,0.5419728063455574,-0.33045468617750834,1.1014975901716675,2020,1,0,-6.5025,106.7345,-0.15794104124350467,0.0237407112380821,1,1.3196288478509377,0.9371352200888572,-0.5202177526510987,1,9,False,False,False,False,False,False,False,False,False,True,False
bogor,leuwiliang,0.47265772083184093,0.6206670568941363,-0.9444334250188091,2.096429103314596,Tree cover,0.0286845872662681,1.8340781926948229,0.9190036476452219,2020,1,0,-6.6402,106.6099,0.09130546646026028,-0.026933895500508682,1,1.1216479602606981,0.30374224402301736,-0.554686866127852,1,9,False,False,False,False,False,False,False,False,False,True,False
bogor,leuwisadeng,0.658645927396295,0.8623017743311453,-0.617127170240143,1.4659884255230917,Tree cover,0.45918438391341393,2.00861555746068,0.9190036476452219,2020,1,0,-6.5736,106.5877,-0.4530592266859785,0.013690174375725337,1,0.554272985559266,0.7856382019333018,-0.5604719193665963,1,9,False,False,False,False,False,False,False,False,False,True,False
bogor,megamendung,0.7224793170975403,0.7197098926369165,-0.4374296185969539,2.096429103314596,Tree cover,-0.07066151965230415,2.05646170764746,0.8976176387554033,2020,1,0,-6.6635,106.9177,-0.12031487014308727,-0.24618439205275905,1,0.9797907128739287,0.18693887959483707,-0.5587605421295114,1,9,False,False,False,False,False,False,False,False,False,True,False
bogor,nanggung,0.3643233394531557,0.5651492334129854,-1.560539316366886,2.096429103314596,Tree cover,-0.35214215592159187,2.05646170764746,0.911874978015283,2020,1,0,-6.6725,106.5377,-0.25837066707781875,0.06586252395560718,1,0.9797907128739287,-0.12421724220191661,-0.5614181061230756,0,9,False,False,False,False,False,False,False,False,False,True,False
bogor,pamijahan,0.25910970157097574,0.27287553152801763,-0.9957755826311486,2.096429103314596,Tree cover,-0.09273843230087576,2.05646170764746,0.9181482072896292,2020,1,0,-6.6933,106.6596,0.44464746409697997,-0.18603854106028248,1,0.9797907128739287,0.16760087651228922,-0.5478850585168515,0,9,False,False,False,False,False,False,False,False,False,True,False
bogor,parung,1.006345387870571,1.0746874912588207,-0.5871775782996114,-0.04920259875607466,Tree cover,-0.12033457311159028,-0.5238609552423772,1.2711599273642218,2020,1,0,-6.4349,106.7128,0.042541948714119336,-0.18499455882148932,1,1.0389155821353715,0.22735797309027994,-0.48283335061669924,1,9,False,False,False,False,False,False,False,False,False,True,False
bogor,parungpanjang,0.7429870600745754,0.5057139184913897,-0.4866325196421129,-0.3389018324903681,Tree cover,-0.3079883306244487,-0.3681924947755316,1.2711599273642218,2020,1,1,-6.3768,106.5551,0.005259788320905756,-0.5285490907149178,1,0.045768078721705185,0.010759314872757648,-0.4290448677127013,0,9,False,False,False,False,False,False,False,False,False,True,False
bogor,rancabungur,1.2217577474020755,1.562499293508569,-0.4288725923282308,0.2560931775917285,Tree cover,0.8952034087227032,-0.3641491581400291,0.9532212618689297,2020,1,0,-6.5217,106.7137,-0.6567565666890381,0.07495376723659498,1,1.4292462732886164,1.285938382833356,-0.5468085029791151,1,9,False,False,False,False,False,False,False,False,False,True,False
bogor,rumpin,0.7401500205322978,0.704208162703868,-1.1091561806917325,0.3107072579856056,Tree cover,0.12251146602269744,0.5833393934460537,1.170503112189479,2020,1,1,-6.4596,106.6311,0.34345456450605744,-0.28709994874575034,1,0.30386229406837,0.47939603166582984,-0.49924930546361856,1,9,False,False,False,False,False,False,False,False,False,True,False
bogor,sukajaya,0.47825074164375947,0.6669078761052765,-1.5091971587545465,2.096429103314596,Tree cover,-0.6060266513801651,2.05646170764746,0.8884929416290821,2020,1,1,-6.6313,106.4705,-0.571205403941289,0.026401267209693973,1,0.9797907128739287,-0.41311297507020467,-0.5674401519269004,1,9,False,False,False,False,False,False,False,False,False,True,False
bogor,sukamakmur,0.7568480246954175,0.7920993663707808,-0.8182172875551407,2.096429103314596,Tree cover,0.5309343500212717,2.05646170764746,0.905316601955738,2020,1,0,-6.5936,107.0201,-0.35240384382506185,-0.20300290442221236,1,0.9797907128739287,0.8615572964634639,-0.5632282378978541,1,9,False,False,False,False,False,False,False,False,False,True,False
bogor,sukaraja,0.7517008243829995,0.9210881796276366,-0.5657850126278036,1.2390718211198226,Tree cover,0.17218451948198357,0.3980197976521896,0.8976176387554033,2020,1,1,-6.5792,106.8408,0.8327990451688858,-0.0423576670148966,1,1.7068487419563325,0.4582635319385178,-0.5231020353329477,1,9,False,False,False,False,False,False,False,False,False,True,False
bogor,tajurhalang,1.013640632407856,1.180411692771194,-0.17430106083371258,0.13141060095768578,Tree cover,0.2218575729412697,-0.5225131763638764,1.1981623503536436,2020,1,0,-6.469,106.7596,0.01224750581098327,-0.07872623451758566,1,1.5308908954477123,0.6011152170529073,-0.5031815825981085,1,9,False,False,False,False,False,False,False,False,False,True,False
bogor,tamansari,0.5205226308236953,0.6162448579674992,-0.7604573602412585,2.096429103314596,Tree cover,-0.03202692251730383,2.05646170764746,0.9095938037337017,2020,1,0,-6.6564,106.7458,0.019224472966460668,-0.10318909493927565,1,0.9797907128739287,0.23328406497037613,-0.5560744199805889,0,9,False,False,False,False,False,False,False,False,False,True,False
bogor,tanjungsari,0.6329504549705238,0.562769898120936,-0.6599123015837594,1.8838111997294202,Tree cover,0.9227995495334177,2.05646170764746,0.9095938037337017,2020,1,0,-6.6115,107.1406,-0.39159956377709665,-0.3246846275053445,1,0.8286197612132176,1.3012152058627435,-0.5625504425065391,0,9,False,False,False,False,False,False,False,False,False,True,False
bogor,tenjo,0.6940278634021282,0.5182835382665593,-0.683444123822749,-0.37632605440662176,Tree cover,0.0286845872662681,-0.5036442720648648,0.7573254204381992,2020,1,0,-6.3723,106.4794,-0.49851164137528264,-0.4556746920865768,1,0.11353927666899949,0.2598419610125212,-0.47847438898513456,0,9,False,False,False,False,False,False,False,False,False,True,False
bogor,tenjolaya,0.46876692374528867,0.5533967590916508,-0.7711536430771627,2.096429103314596,Tree cover,0.061799956239125514,2.05646170764746,0.9190036476452219,2020,1,0,-6.6537,106.708,-0.60644500076048,-0.11123105584612375,1,0.9797907128739287,0.3408111638622705,-0.5681185115882386,0,9,False,False,False,False,False,False,False,False,False,True,False
kota bogor,bogorbarat,0.873450349883026,1.0096042592298349,-0.3518593559097213,0.7274154591226716,Built-up,-0.7605650399201664,-0.3082163346822447,0.9007542533925774,2020,1,0,-6.5732,106.7655,1.3941170159795127,-0.09667074569240294,1,2.346993226129757,-0.5832631619259497,-0.483451742346255,1,1,False,True,False,False,False,False,False,False,False,False,False
kota bogor,bogorselatan,0.5999597380074675,0.6029542274977693,-0.28126388919275375,1.927668527951486,Tree cover,-0.10929611678730447,0.4660826310164814,0.8976176387554033,2020,1,0,-6.6447,106.8135,1.0144151979033005,-0.23072529700926755,1,2.5070897104918006,0.14377359399470624,-0.5341452199980764,0,9,False,False,False,False,False,False,False,False,False,True,False
kota bogor,bogortengah,0.7557537380148247,0.8347351321091191,-0.41817630949232654,1.0448892553145002,Built-up,-1.3014493998101702,-0.1586128791686527,0.8976176387554033,2020,1,0,-6.5932,106.7986,-0.17083069242904764,-0.15075802790657666,1,2.560393468244422,-1.1881837902379069,-0.5471123447290747,1,1,False,True,False,False,False,False,False,False,False,False,False
kota bogor,bogortimur,0.6277221963854696,0.6888506349097316,0.6493127175309038,1.5870505097710723,Built-up,-0.7384881272715947,0.21135242297982484,0.8976176387554033,2020,1,0,-6.6207,106.8264,-0.1723142386038641,-0.15980729080546704,1,2.553178734148924,-0.5592039143502842,-0.5550221500444886,1,1,False,True,False,False,False,False,False,False,False,False,False
kota bogor,bogorutara,0.6598212723495241,0.7383600359362121,-1.489943849649919,0.7382619755685176,Built-up,-0.47908440365087834,-0.19163346169192302,0.8976176387554033,2020,1,0,-6.5708,106.8196,0.854718977418529,-0.14143574829658745,1,2.0431183461768163,-0.2693798538922617,-0.5034772704778508,1,1,False,True,False,False,False,False,False,False,False,False,False
kota bogor,tanahsareal,0.9631818576916338,1.17538865159909,-0.6192664268073241,0.5517916569740002,Built-up,-0.6777766174880229,-0.32102023402800256,0.8976176387554033,2020,1,0,-6.5468,106.7855,1.1405273730972996,-0.022601750133916132,1,1.9932953516731806,-0.49137275126436397,-0.48125474581046396,1,1,False,True,False,False,False,False,False,False,False,False,False
kota tangerang,batuceper,0.9865671693472645,1.0339984543957952,1.5071546009704135,-0.7506729985555317,Built-up,-1.5498146671066009,-0.7058111038399891,0.2711501516763413,2020,1,0,-6.1618,106.6703,-0.3168524873024675,-0.20634610124031919,1,-0.8334075477329531,-1.5378920684877515,0.10053561861488192,1,1,False,True,False,False,False,False,False,False,False,False,False
kota tangerang,benda,0.9525632239762519,0.9551198844108874,1.5071546009704135,-0.7654018198533736,Built-up,-1.323526312458742,-0.6855944206624767,0.2711501516763413,2020,1,0,-6.13,106.6657,-0.4211844845966249,-0.25365538393371156,1,-0.8899578512262211,-1.2990995418789029,0.16000185485588667,1,1,False,True,False,False,False,False,False,False,False,False,False
kota tangerang,cibodas,0.7600092973282409,0.8131528786519446,1.5071546009704135,-0.6802828470000756,Built-up,-1.9527183229430323,-0.6653777374849643,0.2711501516763413,2020,1,0,-6.2058,106.608,0.35570994595019334,-0.1819465552689449,1,-0.6183107812670697,-1.9630592500108233,0.03543085243037415,1,1,False,True,False,False,False,False,False,False,False,False,False
